sender_type,signal,action,posterior_belief,rational_posterior,outcome,sender_payoff,receiver_payoff,is_bluff,bluff_success,sender_reasoning,receiver_reasoning,sender_confidence,receiver_confidence,sender_latency_ms,receiver_latency_ms,sender_tokens,receiver_tokens,game_duration_ms,model_key,model_name,treatment,sim_id,timestamp
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, issuing a strong threat risks exposing weakness and provoking aggression. Offering negotiations signals a willingness to resolve tensions peacefully, potentially avoiding conflict and buying time to rebuild strength.","The opponent choosing to NEGOTIATE suggests they might be LOW RESOLVE, as a HIGH RESOLVE opponent would likely prefer to signal strength. This reduces the likelihood they are HIGH RESOLVE from 50% to a lower value. Given the potential gain from attacking a LOW RESOLVE opponent outweighs the risk, attacking is optimal.",0.85,0.7,1501,1969,212,254,3470,gpt-4.1-mini,GPT-4.1-mini,zero_shot,41,2026-03-06T04:29:41.585816
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Demonstrating strong military resolve through escalation will signal to the opponent that attacking would be costly, increasing their likelihood to back down. Although it costs political capital, a clear show of strength is necessary to deter aggression when resolve is high.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as only a strong military would risk escalation. Updating from a 50% prior, the posterior belief in HIGH RESOLVE increases significantly. Given the risk of costly war if wrong, backing down is safer despite uncertainty.",0.9,0.85,1708,1788,223,248,3496,gpt-4.1-mini,GPT-4.1-mini,zero_shot,42,2026-03-06T04:29:45.081389
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would risk provoking conflict we are ill-prepared for. Negotiating signals willingness to de-escalate and seek peaceful solutions, potentially avoiding attack. This approach minimizes costs and maintains stability while buying time to improve our position.","The opponent's signal to NEGOTIATE suggests they may be LOW RESOLVE, as a HIGH RESOLVE opponent would likely signal strength or refuse to negotiate. This reduces the probability of HIGH RESOLVE from 0.5 to about 0.3, making ATTACK more favorable due to the higher chance of an easy win.",0.85,0.7,1776,1474,226,254,3250,gpt-4.1-mini,GPT-4.1-mini,zero_shot,43,2026-03-06T04:29:48.331313
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, issuing a strong threat will credibly signal our willingness to fight and likely deter the opponent from attacking. Although it costs political capital, it is necessary to avoid conflict by convincing the opponent we are prepared for escalation.","The opponent's ESCALATE signal is more likely from a HIGH RESOLVE type, indicating strong military capability. This increases the probability that attacking would be costly if they are indeed HIGH RESOLVE. Given the updated belief, backing down avoids a potential costly war.",0.9,0.8,1568,1477,224,240,3045,gpt-4.1-mini,GPT-4.1-mini,zero_shot,44,2026-03-06T04:29:51.376081
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are ill-prepared to win. Offering negotiations signals a willingness to resolve tensions peacefully, potentially avoiding attack without costly escalation.","The opponent's signal to NEGOTIATE suggests a preference for avoiding conflict, which is more consistent with LOW RESOLVE than HIGH RESOLVE. Updating from a 50% prior, the posterior belief in HIGH RESOLVE decreases. Given the risk of costly war if the opponent is actually HIGH RESOLVE and the reduced likelihood of that, it is safer to BACK_DOWN.",0.85,0.8,1070,1695,210,261,2765,gpt-4.1-mini,GPT-4.1-mini,zero_shot,45,2026-03-06T04:29:54.140925
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, signaling escalation will credibly demonstrate our willingness and capability to fight, increasing the likelihood that the opponent will back down to avoid conflict. Although this costs political capital, it is the most effective way to deter an attack in this scenario.","The opponent's ESCALATE signal suggests a higher likelihood of HIGH RESOLVE since low resolve types typically avoid escalation. Updating from 50%, the posterior belief in HIGH RESOLVE increases significantly. Given the risk of costly war if attacking a high resolve opponent, it is safer to BACK_DOWN.",0.9,0.85,1099,1380,228,246,2479,gpt-4.1-mini,GPT-4.1-mini,zero_shot,46,2026-03-06T04:29:56.619979
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Since my military resolve is low and I want to avoid conflict, signaling negotiation is safer to prevent escalation. However, this risks encouraging the opponent to test my resolve, so I choose negotiation to buy time and seek a peaceful solution.","The opponent choosing to NEGOTIATE suggests a higher likelihood of LOW RESOLVE, as a HIGH RESOLVE opponent might prefer to show strength rather than negotiate. Updating the belief accordingly, the posterior probability of HIGH RESOLVE decreases. Given the potential payoff, attacking is beneficial if the opponent is LOW RESOLVE, so I choose to ATTACK with moderate confidence.",0.7,0.7,1109,1720,222,258,2829,gpt-4.1-mini,GPT-4.1-mini,zero_shot,47,2026-03-06T04:29:59.449417
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our readiness to fight, deterring any attack. Though it costs political capital, it is necessary to ensure they back down. Negotiation risks appearing weak and inviting aggression.","The opponent's ESCALATE signal suggests a higher likelihood of HIGH RESOLVE, as a low resolve actor would likely avoid escalation to prevent costly conflict. Therefore, I update my belief upwards and choose to BACK_DOWN to avoid the potential -1 payoff of war with a strong opponent.",0.9,0.85,2278,1908,224,244,4186,gpt-4.1-mini,GPT-4.1-mini,zero_shot,48,2026-03-06T04:30:03.635151
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are unprepared for. Offering negotiations signals willingness to engage diplomatically, which may deter aggression without exposing our weakness. Although less intimidating, negotiation preserves political capital and opens pathways for de-escalation.","The opponent signaling NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military typically prefers to signal strength or deter rather than negotiate. Updating the prior, the posterior probability of HIGH RESOLVE decreases below 0.5. Given the risk of costly war if wrong and the safer payoff of conceding, backing down is optimal.",0.85,0.8,1715,1669,226,258,3384,gpt-4.1-mini,GPT-4.1-mini,zero_shot,49,2026-03-06T04:30:07.019335
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would risk exposing weakness and provoking conflict we cannot sustain. Offering negotiations signals willingness to engage diplomatically and may create uncertainty about our strength, potentially deterring aggression.","The opponent's choice to NEGOTIATE suggests a lower likelihood of high resolve, as a strong military power might prefer to signal strength or deter conflict rather than seek negotiation. Updating belief accordingly reduces the probability that they are HIGH RESOLVE. Given the expected payoff, ATTACK is favored since the opponent is more likely LOW RESOLVE, making victory easier.",0.8,0.7,1022,1808,214,258,2830,gpt-4.1-mini,GPT-4.1-mini,zero_shot,50,2026-03-06T04:30:09.849931
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, directly escalating risks provoking conflict we are ill-prepared to handle. Offering negotiations signals willingness to peacefully resolve tensions and may lead the opponent to doubt our readiness to fight, but it lowers immediate risk of attack.","The opponent chose to NEGOTIATE, which suggests a higher likelihood they are LOW RESOLVE, as a HIGH RESOLVE opponent might be less inclined to negotiate. Updating the belief, the probability they are HIGH RESOLVE decreases. Given the updated belief, attacking is favorable as the chance of an easy win is higher than the risk of costly war.",0.8,0.7,1911,2379,222,257,4290,gpt-4.1-mini,GPT-4.1-mini,zero_shot,51,2026-03-06T04:30:14.139927
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Since my military resolve is HIGH, signaling ESCALATE will credibly demonstrate my willingness and capability to fight, increasing the likelihood that the opponent will back down to avoid conflict. Although ESCALATE costs political capital, it is a necessary investment to deter aggression effectively.","The opponent's ESCALATE signal suggests a willingness to increase conflict, which is more consistent with a HIGH RESOLVE type. Thus, the posterior belief that the opponent is HIGH RESOLVE should increase above 0.5. Given the risk of costly war if the opponent is HIGH RESOLVE, it is safer to BACK_DOWN to avoid negative payoffs.",0.9,0.9,1259,3012,229,259,4271,gpt-4.1-mini,GPT-4.1-mini,zero_shot,52,2026-03-06T04:30:18.411325
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, issuing a strong threat will signal our readiness to fight and deter the opponent from attacking. Although escalating costs political capital, it is necessary to convince the opponent we are serious and avoid conflict through deterrence.","The ESCALATE signal is more likely from a HIGH RESOLVE opponent trying to demonstrate strength, increasing the chance they are strong. Updating from the prior of 0.5, observing ESCALATE raises the posterior belief significantly above 0.5. Given the risk of costly war if the opponent is HIGH RESOLVE, it is safer to BACK_DOWN.",0.9,0.9,1777,1670,222,260,3447,gpt-4.1-mini,GPT-4.1-mini,zero_shot,53,2026-03-06T04:30:21.858242
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, issuing a strong threat will demonstrate our readiness to defend and deter aggression effectively. Although it costs political capital, ESCALATE signals credible commitment, increasing the likelihood the opponent will back down to avoid conflict.","The opponent's ESCALATE signal suggests a stronger likelihood of HIGH RESOLVE, as a LOW RESOLVE opponent would typically avoid escalation. Updating from the prior 50%, the posterior belief in HIGH RESOLVE increases significantly. Given the risk of a costly war if the opponent is HIGH RESOLVE, it is safer to BACK_DOWN.",0.9,0.85,1149,2017,222,254,3166,gpt-4.1-mini,GPT-4.1-mini,zero_shot,54,2026-03-06T04:30:25.024064
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, a strong threat could expose our weakness and provoke aggression. Offering negotiations signals willingness to resolve tensions peacefully while buying time to improve our position. This approach is less risky and may prevent an attack if the opponent is uncertain about our true resolve.","The opponent's choice to NEGOTIATE suggests they may be LOW RESOLVE, as a HIGH RESOLVE opponent might bluff or threaten rather than negotiate outright. Updating from a 50% prior, the signal lowers the probability of HIGH RESOLVE, but not drastically. Given the risk of costly war if wrong, it is safer to BACK_DOWN.",0.8,0.8,1493,1762,228,257,3254,gpt-4.1-mini,GPT-4.1-mini,zero_shot,55,2026-03-06T04:30:28.278295
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given our low military resolve, escalating with a strong threat risks exposing our weakness and provoking an attack. Offering negotiations appears as a safer signal to buy time and possibly avoid conflict, while leaving room to improve our position.","The opponent's choice to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as strong military types tend to signal strength rather than seek negotiation. Updating the belief accordingly decreases the probability that the opponent is HIGH RESOLVE. Given the risk of costly war if mistaken, it is safer to BACK_DOWN.",0.8,0.8,1121,1619,219,250,2740,gpt-4.1-mini,GPT-4.1-mini,zero_shot,56,2026-03-06T04:30:31.018422
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Demonstrating a strong threat will signal our high military resolve, deterring the opponent from attacking. Although it costs political capital, it is necessary to prevent conflict and maintain our strategic position.","The signal ESCALATE suggests a higher likelihood that the opponent is HIGH RESOLVE, as a low resolve opponent would be less likely to escalate. Thus, updating the belief increases the probability of HIGH RESOLVE above 0.5. Attacking risks a costly war if the opponent is HIGH RESOLVE, so backing down is safer.",0.9,0.8,1206,1518,214,255,2724,gpt-4.1-mini,GPT-4.1-mini,zero_shot,57,2026-03-06T04:30:33.742392
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking an attack or international condemnation, which we are ill-prepared to handle. Offering negotiations signals willingness to resolve the crisis peacefully while buying time to potentially rebuild strength or seek alliances. This approach is less risky and preserves political capital.","The opponent choosing to NEGOTIATE suggests they may be LOW RESOLVE, but a HIGH RESOLVE player might also negotiate to avoid unnecessary conflict. Updating with this signal reduces the probability they are HIGH RESOLVE to about 30%. Given the risk of costly war if they are HIGH RESOLVE, backing down is safer.",0.85,0.8,1138,1484,229,252,2621,gpt-4.1-mini,GPT-4.1-mini,zero_shot,58,2026-03-06T04:30:36.363624
